Date,Filename,Title,Download Url,Threat Actor,Victim Country,Zero-Day,Attack Vector,Malware,Target Sector
2017-10-16,Leviathan_Espionage_actor,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.10.16.Leviathan/Leviathan_Espionage_actor.pdf,Leviathan,"United States, Western Europe, and South China Sea.",FALSE,"SpearPhishing, Malicious Documents, Exploit Vulnerability, Social Engineering","Cobalt Strike, JavaScript, VBScript, PowerShell, XML","Government and defense agencies, Corporations and Businesses, Education and research institutions."
2017-10-16,BAESytems_Taiwan-Heist-Lazarus-Tools-Ransomware(10-16-2017),,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.10.16.Taiwan-Heist/BAESytems_Taiwan-Heist-Lazarus-Tools-Ransomware%2810-16-2017%29.pdf,Not mentioned,Sri Lanka and Cambodia.,Not mentioned,Watering Hole,"Hermes ransomware, bitsran.exe, FileTokenBroker.dll, cmd.exe, schtasks.",Financial institutions
2017-10-27,"bellingcat - Bahamut Revisited, More Cyber Espionage in the Middle East and South Asia - bellingcat",,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.10.27.bahamut-revisited/bellingcat%20-%20Bahamut%20Revisited%2C%20More%20Cyber%20Espionage%20in%20the%20Middle%20East%20and%20South%20Asia%20-%20bellingcat.pdf,Bahamut,"Pakistan, Kashmir, Qatar, Egypt, Morocco, Iran, United Arab Emirates, Jordan, Libya, Bahrain, Lebanon, Saudi Arabia, Turkey, and foreign policy experts in the West.",TRUE,"SpearPhishing, Social Engineering","Khuai application, Kashmir.exe, E-Challan.zip","Government and defense agencies, Corporations and Businesses, Financial institutions, Media and entertainment companies, Non-Governmental Organizations (NGOs) and Nonprofits, Individuals, Education and research institutions."
2017-10-30,Gaza Cybergang - updated activity in 2017_ - Securelist,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.10.30.Gaza_Cybergang/Gaza%20Cybergang%20-%20updated%20activity%20in%202017_%20-%20Securelist.pdf,The Gaza cybergang,Not mentioned,Not mentioned,"SpearPhishing, Malicious Documents, Exploit Vulnerability, Social Engineering.","HEUR:Exploit.MSOﬃce.Generic, HEUR:Trojan.Win32.Cometer.gen, HEUR:Trojan.Win32.Generic, Trojan-Downloader.Win32.Downeks, Trojan-Spy.MSIL.Downeks, Win32.Bublik, Win32.Agentb, Downeks, Qasar, Cobaltstrike, Android Trojan (e.g., Dont-Starve-Pocket-Edition-1.04_ApkHouse[.]com.apk), SQLiteDatabaseBrowserPortable.exe.","Government and defense agencies: government entities/embassies, politicians, diplomats
Corporations and Businesses: oil and gas organizations
Energy and utilities: oil and gas
Media and entertainment companies: media/press
Individuals: activists"
2017-10-31,Night_of_the_Devil,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.10.31.MBR-ONI.Japan/Night_of_the_Devil.pdf,Carbanak group,Japan,Not mentioned,"SpearPhishing, Malicious Documents","Ammyy Admin RAT, ONI, MBR-ONI, EternalBlue.",Corporations and Businesses
2017-11-06,oceanlotus-blossoms,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.11.06.oceanlotus-blossoms/oceanlotus-blossoms.pdf,OceanLotus group,Several Asian nations.,FALSE,"Watering Hole, Phishing, Social Engineering, Spear Phishing, Exploit Vulnerability","Cobalt Strike, custom backdoors, OceanLotus Framework A, OceanLotus Framework B, custom Google Apps, and fake Internet Explorer, Chrome, and Firefox updates.","Government and defense agencies, Corporations and Businesses, Energy and utilities, Media and entertainment companies, Non-Governmental Organizations (NGOs) and Nonprofits, Individuals."
2017-11-10,unit42-new-malware-with-ties-to-sunorcal-discovered,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.11.10.New_Malware_with_Ties_to_SunOrcal_Discovered/unit42-new-malware-with-ties-to-sunorcal-discovered.pdf,Not mentioned,"Taiwan, Hong Kong, Tibet, East Turkestan, and China (supporters of Chinese democracy).",Not mentioned,Not mentioned,"SunOrcal, Reaver",Individuals.
2017-11-22,muddywater-apt-targeting-middle-east,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.11.22.MuddyWater_APT/muddywater-apt-targeting-middle-east.pdf,MuddyWater,"Iraq, Saudi Arabia, and UAE.",Not mentioned,Malicious Documents,Invoke-Obfuscation,"Government and defense agencies, Corporations and Businesses, Energy and utilities"
2017-12-04,blog_anatomy-of-an-attack-carbanak,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.12.04.The_Shadows_of_Ghosts/blog_anatomy-of-an-attack-carbanak.pdf,"CARBANAK, also known as FIN7.",Not mentioned,FALSE,Exploit Vulnerability: Exploitation of the Apache Struts vulnerability CVE-2017-5638,"Winexe, Tinyp (PSEXEC Variant), Auditunnel, PScan, WGet, SCP, PSCP.","Financial institutions, Corporations and Businesses"
2017-12-14,attackers-deploy-new-ics-attack-framework-triton.html,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.12.14.attackers-deploy-new-ics-attack-framework-triton/attackers-deploy-new-ics-attack-framework-triton.html.pdf,Sandworm Team,Not mentioned,Not mentioned,Not mentioned,"TRITON, trilog.exe, libraries.zip, inject.bin, imain.bin, Py2EXE, TsHi, TsBase, TsLow.",Critical infrastructure
2017-12-17,Operation_Dragonfly_Analysis,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.12.17.operation-dragonfly-analysis-suggests-links-to-earlier-attacks/Operation_Dragonfly_Analysis.pdf,Dragonfly group,Commonwealth of Independent States (the former Soviet Union) and eastern European countries.,Not mentioned,"SpearPhishing, Watering Hole, Exploit Vulnerability","TeamViewer, TeamSpy, BlackEnergy","Energy and utilities, Financial institutions, Corporations and Businesses, Critical infrastructure."
2018-01-06,Malicious Document Targets Pyeongchang Olympics _ McAfee Blogs,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.01.06.malicious-document-targets-pyeongchang-olympics/Malicious%20Document%20Targets%20Pyeongchang%20Olympics%20_%20McAfee%20Blogs.pdf,Not mentioned,South Korea,Not mentioned.,"SpearPhishing, Malicious Documents, Social Engineering.","Visual Basic macro, PowerShell, Invoke-PSImage, StegExpose, cmd.exe, schtasks.exe, Apache server, Microsoft Word, Hangul word processor software.","Media and entertainment companies, Critical infrastructure, and Corporations and Businesses."
2018-01-16,Skygofree_appendix_eng,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.01.16.skygofree/Skygofree_appendix_eng.pdf,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Skygofree,Individuals
2018-01-16,APT3_Adversary_Emulation_Plan,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2017/2017.09.XX.APT3_Adversary_Emulation_Plan/APT3_Adversary_Emulation_Plan.pdf,APT3,"US and international targets, Hong Kong organizations.",TRUE,"SpearPhishing (with browser exploits or malicious RAR attachments), Phishing (spam-like campaigns), Exploit Vulnerability (browser and Flash exploits), Malicious Documents (RAR and other attachments), and Drive-by Download (web server drive-by).","Pirpi, SHOTPUT, Backdoor.APT.CookieCutter, PlugX, OSInfo, Customized pwdump, Customized Mimikatz, Keylogger, RemoteCMD, Dsquery, ChromePass, Social Engineering Toolkit, Cobalt Strike, VBscript, PowerShell, doc.exe, LaZagne, ScanBox.","Government and defense agencies, Corporations and Businesses"
2018-01-16,korea-in-crosshairs.html,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.01.16.korea-in-crosshairs/korea-in-crosshairs.html.pdf,Group 123,South Korea and international targets.,Not mentioned.,"SpearPhishing, Malicious Documents, Exploit Vulnerability.","ROKRAT, wscript.exe, cmd.exe",Government and defense agencies
2018-01-16,Skygofree_ Following in the footsteps of HackingTeam - Securelist,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.01.16.skygofree/Skygofree_%20Following%20in%20the%20footsteps%20of%20HackingTeam%20-%20Securelist.pdf,Not mentioned,Italy,FALSE,Drive-by Download,"Skygofree, Py2exe, android-rooting-tools, PRISM, Sqlite3.",Individuals
2018-01-18,Turla Neuron Malware Update,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.01.18.Turla_group_update_Neuron_malware/Turla%20Neuron%20Malware%20Update.pdf,Turla group,The UK,Not mentioned.,Not mentioned,"Neuron, Nautilus, .NET",Not mentioned
2018-01-24,Lazarus_Campaign_Targeting_Cryptocurrencies,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.01.24.lazarus-campaign-targeting-cryptocurrencies/Lazarus_Campaign_Targeting_Cryptocurrencies.pdf,Lazarus group,"India, neighboring countries, and South Korea.",Not mentioned,"Malicious Documents, Watering Hole","RATANKBA, TROJ_RATANKBA.A, BKDR_RATANKBA.ZAEL-A, Remote Controller Tool, Microsoft WMI command-line tool, PowerShell script, JS_DLOADER.ZBEL-A, X97M_DLOADR.ZBEL-A, VBS_DLOADR.ZAEL-A, CHM_DLOADER.ZCEL-A.","Government and defense agencies, Corporations and Businesses, Financial institutions, Media and entertainment companies, Individuals."
2018-01-26,unit42-the-tophat-campaign-attacks-within-the-middle-east-region-using-popular-third-party-services,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.01.26.TopHat_Campaign/unit42-the-tophat-campaign-attacks-within-the-middle-east-region-using-popular-third-party-services.pdf,Not mentioned,Palestinian Territories,FALSE,"Malicious Documents, Exploit Vulnerability, Social Engineering.","Scote, DustySky Core, VBScript, PowerShell",Government and defense agencies.
2018-02-07,Targeted-attacks,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.02.07.targeted-attacks-in-middle-east_VBS_CAMPAIGN/Targeted-attacks.pdf,Not mentioned,The Middle East,Not mentioned,Malicious Documents,"VBScript, PowerShell, VBA, Jenxcus (a.k.a. Houdini/H-Worm), CloudFlare.","Government and defense agencies, Individuals"
2018-02-28,Chafer_ Latest Attacks Reveal Heightened Ambitions _ Symantec Blogs,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.02.28.Chafer_Latest_Attacks_Reveal/Chafer_%20Latest%20Attacks%20Reveal%20Heightened%20Ambitions%20_%20Symantec%20Blogs.pdf,"Chafer, Crambus (aka Oilrig)","Israel, Jordan, the United Arab Emirates, Saudi Arabia, Turkey, and one African airline.",Not mentioned,"Exploit Vulnerability, SpearPhishing, Malicious Documents","Pwdump, Plink, NSSM, PsExec, Remcom, SMB hacking tools, EternalBlue, GNU HTTPTunnel, UltraVNC, NBTScan, Remexi, Mimikatz.","Corporations and Businesses: telecoms services provider, telecoms operators, airlines, aircraft services, software and IT services companies, payroll services, engineering consultancies, document management software, international travel reservations firm."
2018-03-01,Territorial Dispute - NSA's perspective on APT landscape,,https://www.crysys.hu/publications/files/tedi/ukatemicrysys_territorialdispute.pdf,Turla,Not mentioned,Not mentioned,Removable Media,"Agent.BTZ, atmarpd.sys, cdboot.sys, countryfix.sys, dbdebug.sys, divxfix.sys, dsound4d.sys, gflash.sys, lnetcpl.sys, qernet.sys, secury.sys, serves.sys, webhelp.sys, winspooler.sys, xflash.sys, xmlhelp.sys, xsocket.sys, winver32.exe.",Government and defense agencies
2018-03-07,patchwork-continues-deliver-badnews,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.03.07.patchwork-continues-deliver-badnews-indian-subcontinent/patchwork-continues-deliver-badnews.pdf,Patchwork,Indian subcontinent,FALSE,"Malicious Documents, Exploit Vulnerability, SpearPhishing","BADNEWS, VMwareCplLauncher.exe, vmtools.dll, MSBuild.exe, Microsoft Visual Studio.","Government and defense agencies, Individuals."
2018-03-08,olympicdestroyer,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.03.08.olympicdestroyer-is-here-to-trick-the-industry/olympicdestroyer.pdf,"Lazarus, Sofacy, Fancy Bear",South Korea,FALSE,"SpearPhishing, Malicious Documents","cmd.exe, PowerShell scriptlet, PowerShell backdoor, OlympicDestroyer worm, wiper module.","Government and defense agencies, Corporations and Businesses, Healthcare, Energy and utilities, Manufacturing, Media and entertainment companies, Critical infrastructure, Non-Governmental Organizations (NGOs) and Nonprofits."
2018-03-08,hidden-cobra-targets-turkish-financial-sector-new-bankshot-implant,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.03.08.hidden-cobra-targets-turkish-financial/hidden-cobra-targets-turkish-financial-sector-new-bankshot-implant.pdf,Hidden Cobra,Turkey,TRUE,"Malicious Documents, Exploit Vulnerability","Bankshot, DLL implant, and the exploit for CVE-2018-4878.","Financial institutions, Government and defense agencies"
2018-03-09,BAD TRAFFIC_ Sandvine's PacketLogic Devices Used to Deploy Government Spyware in Turkey and Redirect Egyptian Users to Affiliate Ads_,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.03.09.Sandvine_PacketLogic_Devices_APT/BAD%20TRAFFIC_%20Sandvine%E2%80%99s%20PacketLogic%20Devices%20Used%20to%20Deploy%20Government%20Spyware%20in%20Turkey%20and%20Redirect%20Egyptian%20Users%20to%20Affiliate%20Ads_.pdf,Hacking Team,"Turkey, Italy, Syria, and Egypt.",Not mentioned,Watering Hole,"FinFisher spyware, StrongPity spyware, Sandvine's PacketLogic Devices.","Individuals, Critical infrastructure."
2018-03-09,masha-and-these-bears,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.03.09.masha-and-these-bears/masha-and-these-bears.pdf,Sofacy,"US, Europe, Asia, Armenia, Turkey, Kazakhstan, Tajikistan, Afghanistan, Mongolia, China, Japan.",Not mentioned,Not mentioned,"SPLM, CHOPSTICK, XAgent, Zebrocy, GAMEFISH, GREY LAMBERT, NBTSCAN, Powercat, Fysbis, ProcessRetranslator.dll, WhiteBear, .Net, Delphi, and Powershell.","Government and defense agencies, Corporations and Businesses, Manufacturing, Education and research institutions (unconfirmed)."
2018-03-15,Russian_Government_Cyber_Activity,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.03.15.Russian_Government_Cyber_Activity_TA18-074A/Russian_Government_Cyber_Activity.pdf,Not mentioned,U.S. critical infrastructure sectors.,Not mentioned,"SpearPhishing, Phishing, Watering Hole, Malicious Documents, Website Equipping.","FortiClient, Hydra, SecretsDump, CrackMapExec, scr.exe (ScreenUtil), PsExec (ps.exe), Python 2.7, INST.exe, ntdll.exe.","Government and defense agencies: government entities; Energy and utilities: energy, nuclear; Manufacturing: critical manufacturing; Critical infrastructure: commercial facilities, water, aviation."
2018-03-29,ChessMaster Adds Updated Tools to Its Arsenal,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.03.29.ChessMaster_Adds_Updated_Tools/ChessMaster%20Adds%20Updated%20Tools%20to%20Its%20Arsenal.pdf,ChessMaster,Japan,FALSE,"SpearPhishing, Malicious Documents, Exploit Vulnerability","ChChes, RedLeaves, BKDR_ANEL.ZKEI (ANEL), Koadic.","Corporations and Businesses, Individuals"
2018-04-12,Operation-Parliament,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2018/2018.04.12.operation-parliament/Operation-Parliament.pdf,Gaza Cybergang,"Palestinian Territories, Egypt, Jordan, UAE, Saudi Arabia, Djibouti, Qatar, Lebanon, Chile, Somalia, Iraq, Morocco, Syria, India, Iran, Canada, USA, UK, Germany, Israel, Afghanistan, Serbia, Russia, Oman, Kuwait, South Korea, Denmark.",Not mentioned,Not mentioned,"VMProtect is used for packing, and the core malware is unknown, functioning as a remote CMD/PowerShell terminal.","*   **Government and defense agencies:** Ministries (telecommunications, health, energy, justice, finance), Senates/Parliaments, Prime Ministerial Offices, Military/Intelligence Agencies, Other Gov./Ministerial/Diplomatic Offices, Election Commissions.
*   **Financial institutions:** Financial/Banking Institutions.
*   **Media and entertainment companies:** Media Outlets.
*   **Education and research institutions:** Research Centers/Scholars.
*   **Individuals:** Personal desktop or laptop systems.
*   **Non-Governmental Organizations (NGOs) and Nonprofits:** Olympic/Sports Bodies."
